"

            	Global IME Bank Limited            

 Start Date
                    

 End Date
                    



Stock Symbol
ACLBSLADBLADBLBADBLB86ADBLB87ADBLD83AHPCAILAKBSLAKBSLPAKJCLAKPLALBSLALICLALICLPAMFIAMFIPOAPIAVUBARUNBBCBFCBFCPOBFLPOBHBLBHBLPOBNHCBNLBNTBOKD2079BOKD86BOKLBOKLPOBPCLBSBLPOBSLBSMCBBLCBBLPOCBLCBLPOCCBLCCBLPOCEFLCEFLPOCFCLCFCLPOCFLCGHCHCLCHDCCHLCITCIZBD86CLBSLCLBSLPCMBCMBFLPCMF1CMF2CORBLCORBLPCZBILCZBILPDDBLDDBLPODHPLEBLEBLCPEBLPOEDBLEDBLPOEICEICPOENLFBBLPOFHLFMDBLFMDBLPFOWADFOWADPGBBD85GBBLGBBLPOGBD80/81GBILD86/87GBIMEGBIMEPGBLBSGBLBSPGDBLGDBLPOGFCLGFCLPOGGBSLGHLGICGILBGILBPOGIMES1GLBSLGLHGLICLGLICLPGMFBSGMFILGMFILPGRDBLGRDBLPGRUGUFLGUFLPOGVLGWFD83HAMROHAMROPHATHHATHPOHBLHBLD83HBLPOHBTHDHPCHDLHFLHGIHGIPOHIDCLHPPLHURJAICFCICFCD83ICFCPOIGIIGIPOILBSJALPAJBBD87JBBLJBBLPOJBLBJBLBPJBNLJBNLPOJFLJFLPOJLIJOSHIJSLBBJSLBBPJSMKBLKBLD86KBLPOKEFKKHCKLBSLKLBSLPKMCDBKMCDBPKNBLKNBLPOKPCLKRBLKRBLPOKSBBLKSBBLD87KSBBLPLBBLLBBLPOLBLLBLD86LBLD88LBLPOLECLEMFLFCLFCPOLGILLGILPOLICNLICNPOLLBSLLBSPOLUKMBJCMBLMBLD2085MBLD87MBLPOMDBMDBLPOMDBPOMEGAMEGAPOMENMEROMEROPOMFILMFILPOMFLD85MHNLMKJCMKLBMLBBLMLBBLPMLBLMLBLPOMLBSMLBSLMMF1MMFDBMMFDBPMNBBLMNBBLPMND84/85MPFLMPFLPOMSLBMSLBPMSMBSMSMBSPNABBCNABILNABILPNADEPNADEPPNAGRONBBNBBD2085NBBPONBBUNBF2NBF3NBLNBLD82NBLD85NBLD87NCCBNCCBPONCCD86NEFNESDONFDNFSNFSPONGPLNHDLNHPCNIBNIBD2082NIBD84NIBLPFNIBPONIBSF1NIBSF2NICANICAD 85/86NICAD8182NICAD8283NICAPNICBFNICD83/84NICD88NICGFNICLNICLBSLNICLPONICSFNIDCNIDCPONIFRANILNILPONKUNLBBLNLBBLPNLGNLGPONLICNLICLNLICLPNLICPNLONMBNMB50NMBD2085NMBD87/88NMBEB92/93NMBHF1NMBMFNMBMFPNMBPONMFBSNMFBSPNRICNRNNSLBNSLBPNSMNSMPONTCNTLNUBLNUBLPONVGNWCNYADIODBLODBLPOOHLPBD85PBLD84PBLD86PBLD87PCBLPCBLPPDBLPOPFLPFLPOPICPICLPICLPOPICPOPLIPLICPLICPOPMHPLPPCLPRFLPOPRINPRINPOPROFLPROFLPPRVUPRVUPOPSDBLPPSFRADHIRBBD83RBCLRBCLPORHPCRHPLRJMRLFLRLFLPORLIRMBFPORMDCRMDCPORMF1RRHPRSDCRSDCPRULBRURUSABSLSADBLSADBLPSAEFSAHASSAMAJSAND2085SANIMASAPDBLSAPDBLPSBBLJSBBLJPSBBLPOSBCFSBD87SBISBIBD86SBIPOSBLSBLD2082SBLD83SBLD84SBLPOSBPPSCBSCBPOSDBD87SDESISDLBSLSEFSEOSSFCSFCLSFCLPSFCPOSFFILSFFILPSFMFSGISHBLSHBLPOSHELSHINESHINEPSHIVMSHLSHPCSICSICLSICLPOSICPOSIFCSIFCPOSIGS2SILSILPOSINDUSINDUPSJCLSKBBLSKBBLPSLBBLSLBBLPSLBSSLBSLSLBSPSLCFSLISLICLSLICLPSMATASMATAPSMBSMBPOSMFBSSMFDBSMFDBPSODBLPSPARSSPCSPDLSRBLSRBLD83SRBLPOSRD80SRSSSHLSTCSWBBLSWBBLPSYFLSYFLPOTMDBLTMDBLPTPCTRHUFLUFLPOUICUICPOULIUMHLUMRHUNHPLUNLUPCLUPPERUSLBUSLBPVLBSVLBSPOWNLBWNLBPWOMIWOMIPOYHL  |
                
Total Rows
                    
20
50
200
300
500
 |
                



"
S.N.,Date,Total Transactions,Total Traded Shares,Total Traded Amount,Max. Price,Min. Price,Close Price
1,2021-03-03,1864,429910.00,183146795.00,440.00,421.00,429.00
2,2021-03-02,1565,362094.00,159071122.00,456.00,434.00,438.00
3,2021-03-01,2331,521116.00,230476988.00,451.00,427.00,448.00
4,2021-02-28,3188,765812.00,340075245.00,473.00,435.00,438.00
5,2021-02-25,1499,371637.00,173090921.00,485.00,460.00,464.00
6,2021-02-24,1274,426557.00,204002985.00,487.00,472.00,478.00
7,2021-02-23,2215,633534.00,296292058.00,487.00,460.00,474.00
8,2021-02-22,2307,626623.00,295917320.00,483.00,465.00,483.00
